% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=854797, Sun Feb 16 19:12:32 2025, <python>{}</python>
12 120 1.0307475927763603 0 0 1.0751869218849104 1.006031972393409 0.9836711986519344 1.1705189341121323 0.9225040183813841 1.0740426343214313 1.0790067326705572 0.8688144414435046 0.6151733440455046
13 130 1.0836638742500995 0 0 1.150401445152095 1.0600432946766902 1.0116419687544802 1.2774083163037402 0.9953717146625555 1.1495124221488358 1.1341151780642622 0.8865196666760395 0.632807446432201
14 140 1.0379996394107096 0 0 1.0910043167813412 1.000173697958958 0.9611866493376789 1.234908054851593 0.9343111280147539 1.1150533048577413 1.0563192454005508 0.862066662411603 0.5714512844888021
15 150 1.036636392486672 0 0 1.1615379252558604 0.9986377597257046 0.9384501428470841 1.2114001426558811 0.9676882032380733 1.0969734491630845 1.0494878233520388 0.8535121547435053 0.5490361669069107
16 160 1.0978224423976166 0 0 1.2000155168182824 1.0643993932267004 0.9549603174435577 1.3451686547159747 1.053656950959469 1.1681548720492314 1.1213621615957314 0.8893568074098619 0.5539186561304629
17 170 1.1392581726509798 0 0 1.258147297874866 1.1012192958487903 1.031766863286458 1.3973439409109951 1.1192452532726298 1.2210570104110006 1.1345944363331177 0.9135291605364265 0.5395044838643659
18 180 1.1863820650607761 0 0 1.3206678014201978 1.1446823248887776 1.0983096511890567 1.4441432015749402 1.1794229862179249 1.2450293845449985 1.1609695219124812 0.9351326474563211 0.5450272509594446
19 190 1.1077006570462429 0 0 1.2070487684002333 1.011338792963216 1.026111165298502 1.3538505407042078 1.098682899480739 1.1593193500576935 1.0764857144756734 0.8666572030237936 0.49239337119235893
20 200 1.072842616439316 0 0 1.1578981923173615 0.9861063469853321 0.9958164119088074 1.2957391445315316 1.0521143303011549 1.125491252538896 1.0345745860216102 0.8430172175787045 0.4478951473902848
21 210 0.9737509836235378 0 0 1.0762392789174433 0.8860013751390848 0.8879233880521096 1.1736555526299364 0.9399223078042539 1.0508424696060168 0.9242268566878609 0.7767458052161682 0.392799324951284
22 220 0.9249745336936486 0 0 1.0368027011618093 0.8369273648551764 0.8490775782967337 1.1069874133786017 0.8831289255073692 1.0042083965351432 0.8715337317245261 0.7386597209838377 0.3477309440566724
23 230 0.8703333642042606 0 0 0.9730863355508828 0.7948544977897801 0.7836680783980273 1.042042822177944 0.8293967359572824 0.9163172418031813 0.8164919033300447 0.6742453780427721 0.3184346524733275
24 240 0.8295500960056661 0 0 0.9235153140544782 0.7503260678671536 0.7499173002596906 0.9873696379400911 0.8063215494366394 0.919362415958011 0.7539649567022066 0.62402862590216 0.2866237195108082
25 250 0.7836386004291261 0 0 0.8637894163955316 0.7241265995111176 0.7095986445447607 0.9271079705096761 0.7593845336143252 0.861545719589821 0.709152989996395 0.564200177830191 0.2574413882196964
26 260 0.7669173853031357 0 0 0.8407335039653129 0.7540913441183945 0.6905491532550673 0.9153215083731127 0.7495208866690072 0.8179444367080192 0.6903598568358567 0.5452556827544075 0.2395027571260256
27 270 0.7660231599129458 0 0 0.8236227027155505 0.7630244446926433 0.6889337754140626 0.8948701580299019 0.7598867801456812 0.8171692677152169 0.6662475681229354 0.5377151343813437 0.23675401574449187
28 280 0.696445092852978 0 0 0.7404151047230504 0.7009823190229214 0.6247939512923686 0.7876362326513577 0.6864589579189734 0.7410241501694802 0.6038296929449557 0.48757603376967046 0.20239026939421118
29 290 0.6952618741819964 0 0 0.7329202440642062 0.7160280215004639 0.6262433981744592 0.8039191077945679 0.6875384064715401 0.7608268565498033 0.6047096002404055 0.47063608614173585 0.19458320059487194
30 300 0.7750045531481989 0 0 0.7936705016585732 0.8049434686241074 0.7040083465231185 0.913607576033775 0.774259672934285 0.9367266668402953 0.6998391602195358 0.5125204673458386 0.20625081124654152
31 310 0.7859341421045429 0 0 0.7953124599045904 0.8176699602718241 0.7032631297369188 0.9599859353411733 0.7823847992257327 0.9568120376995284 0.7120898283413045 0.5013847660985209 0.20175972611503099
32 320 0.7103153507891576 0 0 0.7265300533926395 0.7184129210298348 0.638488722212163 0.8812769537582169 0.7062978939268573 0.8592865631145713 0.6425418857854684 0.441324586315042 0.17602101996104744
33 330 0.7076868467477228 0 0 0.7194757179552237 0.706730379947846 0.6299080596245508 0.9042043005010364 0.7088000376010317 0.8521797108659154 0.6306819114493896 0.43537574311219873 0.1723243701981938
34 340 0.7466554806009574 0 0 0.7345490621773603 0.7647081816363643 0.6705020303336067 0.9880174737178841 0.7463110375253446 0.9222701949457283 0.6554714019400653 0.44823319930031075 0.17588277974054575
35 350 0.6996425720797962 0 0 0.682435622940712 0.7040678008595079 0.6495631666871268 0.9317690327981044 0.6911243056601867 0.8600852078164366 0.618377111205483 0.4086006552418378 0.15788039857841732
36 360 0.6175859473121535 0 0 0.5871896987394121 0.6149355012003197 0.5579049869699322 0.823341268998924 0.5983455028339951 0.7460963655426943 0.5180338503044881 0.36087008707431384 0.1363204909894658
37 370 0.606061432560294 0 0 0.5794380470343684 0.5985338871626725 0.5432766663275257 0.8299707072162693 0.5794015311190561 0.7337927710931076 0.5066703816515814 0.3401097891321849 0.12741211164953792
38 380 0.556819872727975 0 0 0.5364812757795783 0.5419986827369522 0.49767038292595833 0.7651393435197488 0.5281057430696968 0.6856824193039297 0.4661016618223518 0.28607376831044556 0.11544919459168566
39 390 0.5494240930583538 0 0 0.5051962221359658 0.539340323216051 0.5011889652282849 0.7770725218940716 0.524232841834515 0.6772550758018161 0.45304715643170873 0.2746412307950429 0.11153497820871484
40 400 0.5202198541487036 0 0 0.4788979272038438 0.5080517179981852 0.4583185176749606 0.7379058502675077 0.5070251658026897 0.6494143932275177 0.4135293312150462 0.2561297700147649 0.10399858815422242
41 410 0.46730235806003206 0 0 0.4254491317909256 0.44677863230778125 0.41129004444842254 0.6770606724690414 0.44397146416274524 0.5751729284091058 0.37226227976183046 0.22333083583576568 0.09137513538166095
42 420 0.42426787908237973 0 0 0.3853233693135402 0.3959091283857861 0.37119331173110187 0.6206219058360386 0.39583968183630497 0.5119442140573087 0.3373637198788686 0.19929188180304036 0.07997571930086368
43 430 0.4479315773251186 0 0 0.42282858118062466 0.42922078280423726 0.3816507953264518 0.7091352987643623 0.4244286083467049 0.5192875445262878 0.3506739361100425 0.20366759369064913 0.08335131539775444
44 440 0.4395638414021339 0 0 0.4200200323183445 0.4193473748261125 0.3714346250358008 0.706512800795984 0.41460165802883525 0.5038154293819673 0.35164774605825216 0.19461850650213097 0.07749563842542052
45 450 0.4472249803966595 0 0 0.4487280328858692 0.42816820025246594 0.3769734000903814 0.7251535480920335 0.40974860096069765 0.49228646745765897 0.3653488016124192 0.1941444763780877 0.07578460235307703
46 460 0.443292868316786 0 0 0.4538342967266531 0.4198704965742627 0.37287978097954105 0.7590736291521748 0.41223795892446863 0.4844628303922501 0.36213962793204685 0.18706981457437627 0.0723248443580471
47 470 0.42801804736034343 0 0 0.451691272266392 0.4057293969027674 0.35083593506620175 0.7374361741285862 0.3854038256845157 0.4651002790077738 0.3483710312274815 0.17580640500862604 0.06928684859379346
48 480 0.41251446579239665 0 0 0.44039261214912645 0.3912739148106256 0.3428683580432374 0.7184487208306859 0.3693618800317932 0.45184856405529517 0.3259204133757443 0.16819675984192536 0.062459542974768134
49 490 0.45264638898403664 0 0 0.5026045773151226 0.47757796251451506 0.37411511179515244 0.8254027157064799 0.4031912631438433 0.49395797400354935 0.35263029950031477 0.176794521424776 0.06392566507592122
50 500 0.48193368425659905 0 0 0.5383877030568371 0.5454408477310217 0.39310124978556205 0.871729317115612 0.4263067910514072 0.5161818272624097 0.3739331237330007 0.18153461655886974 0.06557117734873101
51 510 0.44617676341528184 0 0 0.47827643302169653 0.5046251636347592 0.3676351657559379 0.8035125276671479 0.3879314457951649 0.47579751247976493 0.3441119830707433 0.1619206927936194 0.059679773315644793
52 520 0.4514171641965575 0 0 0.4873415068836639 0.4874495680802949 0.37875470814816076 0.8795529963958941 0.38859251497455094 0.48516268288536873 0.34636500010426463 0.15794146123921673 0.05900241217766038
53 530 0.49114095705208793 0 0 0.553933164087849 0.5364037575841173 0.3999992568717867 0.9755584604172507 0.4313926060879572 0.534613296113628 0.3690798173294868 0.16651963019587465 0.06283734913548113
54 540 0.5149029288303235 0 0 0.5734120019866247 0.5488648638601643 0.43951568735188706 1.050426268221734 0.4579765927542193 0.5594316444563031 0.36882121087104747 0.1693054705087178 0.06431139389057958
55 550 0.5235316818549792 0 0 0.5926592136273742 0.5591510116197788 0.444155025004652 1.0691051182572107 0.4702482202764782 0.5635639457765724 0.37080249389454184 0.16890190780799696 0.0624588746092775
56 560 0.4791960386514597 0 0 0.5365385490129753 0.5091876176914628 0.4034476865193629 0.9926350674592458 0.4180727516476486 0.5156572765675519 0.3335444118580013 0.15073535350480577 0.05569191109488358
57 570 0.4343911916214638 0 0 0.48682542972788506 0.4691646536123043 0.36411120369306615 0.8704267587138899 0.37195376697632637 0.48663210339792135 0.30212372505385754 0.13289051362444596 0.048605066694014626
58 580 0.4163856244263199 0 0 0.46996938320694925 0.4549074501042322 0.34272398972198603 0.8661907267442815 0.3573371585809954 0.4663082141816429 0.28974911529845643 0.12082947250703306 0.04449653653847918
59 590 0.39286058656325545 0 0 0.4563077779679848 0.4320110655507985 0.31433653063047684 0.8098135900069544 0.33454153243447304 0.4407426744048677 0.2721561095714833 0.11363828239769944 0.04058728519586333
60 600 0.3664829093389067 0 0 0.4251137241470766 0.3971260644788972 0.2920639231153173 0.7569359738611068 0.31129211885407104 0.4084242694368761 0.24117283332696787 0.1049121359446981 0.03735757313508521
61 610 0.3452940633372754 0 0 0.40374364642094795 0.37335586218701416 0.28047080127997753 0.6938507295907782 0.29842315875401915 0.3672664321184996 0.22356714016715498 0.09477665632664233 0.03511684980829991
62 620 0.32501087665858835 0 0 0.38447523796657174 0.3556966516018453 0.26224231515362245 0.6452543140925323 0.27909433813912204 0.35551455006839433 0.2049763062252838 0.08276310707735607 0.03248282116469354
63 630 0.30603652006975346 0 0 0.3590139717573955 0.3339467350145926 0.25517095438537746 0.6083084328095169 0.26101005769398467 0.3242532987543952 0.18901078667618537 0.07605915084910875 0.030122016846170666
64 640 0.2645320133265852 0 0 0.31184197031329275 0.2918347930361638 0.22067552700390183 0.5124324349811579 0.22437974222400722 0.2774391887522408 0.15955406852370793 0.06155930905105718 0.02570645543164211
65 650 0.2392699132729194 0 0 0.2788721082431459 0.2696522365606562 0.20131626759570354 0.4661221846016386 0.20307612931724747 0.24358253898539436 0.1424321762642251 0.05475335938260011 0.022899083971164136
66 660 0.2171995196896426 0 0 0.2539805366224938 0.24808775195354765 0.18437769445974267 0.42150717110288927 0.184336643811394 0.21534982682267087 0.12672847606315224 0.04858584296922636 0.019707621271757795
67 670 0.18738032457448167 0 0 0.21985365719999567 0.21241361754030208 0.15878623685148036 0.3627984181845264 0.15839505229052014 0.18891099072550532 0.10613503644512076 0.0417323739241447 0.015685322111629908
68 680 0.1741193908009139 0 0 0.20362479207554415 0.19523564335171772 0.15139027905910687 0.3531967742063818 0.14494702790018904 0.1732331428341707 0.09534313839985098 0.03760484769316851 0.014138872010196188
69 690 0.16530337917314553 0 0 0.19152799865667575 0.1879042822582177 0.1465810249895066 0.341605285776976 0.13654059996385637 0.1632520815816082 0.08755745755133987 0.03414986403578317 0.013439501977588402
70 700 0.14802125441733024 0 0 0.17006408664108308 0.16750182254963955 0.12893967704569925 0.2999073307768582 0.1212652325084585 0.1420858054137193 0.07627799430102035 0.02952114632852842 0.012215567799464113
71 710 0.13786201816712385 0 0 0.15954461518150512 0.15373819256018842 0.12374714297771275 0.27633346382597573 0.11254011720405713 0.12775979914088134 0.06950023412945962 0.026858908736899823 0.010980310429697129
72 720 0.13388695655967264 0 0 0.15862469498999265 0.1541817366299719 0.12038879132391168 0.2699453618516162 0.11196079065052733 0.12113523388850406 0.06464879498204269 0.02583198945474829 0.010296034412272495
73 730 0.11941946701421875 0 0 0.1409034337635292 0.13605753616443078 0.10520720139823768 0.24684625588539347 0.09938504527788398 0.10725051758791214 0.05713114495266615 0.021848339213918086 0.00914122269894042
74 740 0.11243451216980938 0 0 0.13137260714786023 0.13005957223954034 0.09916063875200405 0.23496239895279322 0.09359727978212158 0.09787299130627165 0.05324633625244327 0.020308389626688735 0.008365443904974939
75 750 0.10251636994922562 0 0 0.12161513150911768 0.11529370601438302 0.0896569354802922 0.21115575783111154 0.08515087760563823 0.08979820100521517 0.04812060059614329 0.018485253126490835 0.007256116290118734
76 760 0.09211767492853339 0 0 0.10863792595143797 0.10288107350305872 0.08212222301935972 0.18976140010147652 0.07565515004341783 0.07809744833436189 0.04178206971531134 0.01656857337261048 0.00643687268899838
77 770 0.08725778082466193 0 0 0.10217915320730736 0.09759418656830009 0.07591529895378896 0.18152249798152068 0.07176319396088428 0.07418653191923086 0.03852644765054897 0.01566514393814905 0.005990312694334143
78 780 0.07871896985770747 0 0 0.09178580859940112 0.0881742628346746 0.06869385117382171 0.16457577437247264 0.0637889864153931 0.06411177971175859 0.03443624869999806 0.01362872165811585 0.005303217801455095
79 790 0.0803436603519578 0 0 0.09443731859255143 0.09150038014684637 0.06919839758203536 0.16598904646499088 0.06532404687276443 0.06346099446848023 0.03426756143166009 0.013045312976773646 0.005558321182167016
80 800 0.07871299558901337 0 0 0.09235314837055034 0.08916154834515652 0.067945901900422 0.16334305329376994 0.06462618277825623 0.06159136655919986 0.03330453968260945 0.012825841237611579 0.005117550026472707
81 810 0.07443099439943412 0 0 0.0855437173855486 0.08581163041818148 0.0636513033229884 0.15326358332729806 0.06255039971512753 0.058201396829812506 0.03013050613713828 0.011853589429921395 0.0047576159362388475
82 820 0.06598965501137037 0 0 0.07586983254768258 0.07566970253268437 0.05627501420165488 0.1364430060091328 0.055227148957846924 0.05118016157322442 0.02482837683038853 0.010182339733065615 0.004204943025651801
83 830 0.06124130244505951 0 0 0.07041325447118384 0.0699523891404354 0.05201073940632282 0.12616387983243024 0.052088036862798656 0.04611343256007815 0.022537429431201086 0.00885574717151382 0.0038843370867697362
84 840 0.057224872970950025 0 0 0.06559340840278753 0.0652776234356479 0.0476876108315264 0.11726123170968683 0.04869156075451658 0.0413884825462275 0.020176835197819747 0.00812095935093521 0.003585101041021437
85 850 0.05971902435324974 0 0 0.06918625574673078 0.06847458157714173 0.05087224846213748 0.12950299542372795 0.05212784480309933 0.04211646603698108 0.02069650702924962 0.00847822281537971 0.003662469339974708
86 860 0.06622804259841467 0 0 0.07775081474484648 0.07903188657277972 0.05787747852957565 0.14878490616991366 0.059305258049571694 0.04695729792425457 0.0226317776257163 0.00926639556641246 0.003974193218037559
87 870 0.07253204851633 0 0 0.08993911615467051 0.09006555248062377 0.06333942506082323 0.16169905719251945 0.06982982465275002 0.05249803665593497 0.02436948819689226 0.00946076054813328 0.004443200948211182
88 880 0.08096017219481551 0 0 0.10871158366096993 0.10030425098346814 0.06963217394083712 0.18067628399105423 0.08079627493562394 0.057245155299309035 0.027580600421676094 0.010217175592250986 0.004940066708828757
89 890 0.08460540585506295 0 0 0.10964989223955557 0.10499132879318292 0.07307353797936378 0.20332240158881584 0.08434319724311194 0.05982192079588447 0.027631403313653286 0.010172944408754101 0.005002637892573632
90 900 0.09439911249972889 0 0 0.12188081026198833 0.12375363685653092 0.08100143466901961 0.239099813165627 0.10625164647459193 0.06511512203635171 0.029946211331141667 0.010822384868024561 0.005662131252610993
91 910 0.10404165878283733 0 0 0.1327245213807221 0.13569485822589175 0.08936900437985319 0.2836417444680371 0.12435262286123011 0.06972396764182949 0.032594808987333676 0.011975303258281911 0.00584478829280194
92 920 0.10222991830754886 0 0 0.1308367185559233 0.1349350440274095 0.08772362625175517 0.27815920985557285 0.12288662384852983 0.06565141464102137 0.03182213597895232 0.01108598234499216 0.005716099361351289
93 930 0.10447939935241174 0 0 0.1379253587604377 0.13587492017151154 0.0894770112252029 0.2860282917661529 0.12965287377638426 0.06426642009626768 0.03240730956411547 0.011241445649423705 0.005532358505513589
94 940 0.11236866149721471 0 0 0.15261447885954663 0.1431166023013675 0.09581980585674547 0.3236211082926939 0.1431241067384404 0.06450701595017387 0.03445899051199976 0.0120264628217693 0.005934648151823543
95 950 0.1107236193430383 0 0 0.151523812273577 0.14356109894625302 0.09472031142671306 0.3201361797205052 0.14384861850112618 0.06203417227712714 0.03362519858078492 0.011992994860941544 0.005318341715444502
96 960 0.10929355895251908 0 0 0.14849030596310142 0.13959883697969447 0.09292059511354883 0.3052101807897227 0.14292089613667955 0.05907150021230804 0.03294572721806358 0.011668073588053522 0.0052399057533371275
97 970 0.10725011945998575 0 0 0.144647594232976 0.14037692676928776 0.09095423953648259 0.30390344085553384 0.14520254907828853 0.05765007238079033 0.031470585075373515 0.010633340462539376 0.005029879682724413
98 980 0.0995835457244335 0 0 0.13459734622586428 0.13085934957572626 0.08387727454740318 0.28023557390737586 0.13102248545480563 0.05394573659414489 0.027812070496211056 0.009638544797970598 0.004615502802459327
99 990 0.08994270248601109 0 0 0.12110094508630076 0.12004719573926217 0.07569283358891515 0.24906747072607013 0.1175960811281777 0.047347550577069464 0.02459752668954567 0.008523161106350187 0.00407678273603658
100 1000 0.08427527421710251 0 0 0.11088121753715113 0.11224818957678695 0.06909499721378849 0.22794353676115145 0.10853191796717108 0.04438302166485962 0.022633363113865372 0.007812732561862186 0.0037862650707288768
101 1010 0.08468258023776593 0 0 0.10750974243695938 0.11115392874809127 0.07024369132416555 0.22740594490703916 0.1106120312745624 0.04442130826388717 0.02176398086075882 0.00758971598499971 0.003788512925673277
102 1020 0.0851889867995482 0 0 0.10642382781187423 0.11292408944578923 0.07105000140347588 0.22896260460341075 0.11102297344366513 0.04446722576351288 0.021744817591766778 0.0074466426724452035 0.0036891609229107365
103 1030 0.09578303993223872 0 0 0.11723909093435486 0.12620670227443936 0.0816890594369266 0.26569222526820785 0.12314902071914637 0.04854744119962418 0.0241116234106637 0.008412936778190503 0.003929655671242667
104 1040 0.08799078151874466 0 0 0.10839925202448267 0.11592831630615913 0.07522073758972152 0.24521184157128387 0.11082092213928658 0.04387342374034014 0.02116441776603562 0.007626736997336717 0.003547094845338392
105 1050 0.0856852086530907 0 0 0.10538784774036296 0.11233467409333518 0.07288106248016313 0.23820252817864584 0.10440381755524411 0.042500321230509196 0.020494665092048305 0.007217814217966401 0.003356651316275117
106 1060 0.08439009020285218 0 0 0.10483776665557885 0.10938009790640946 0.0733934226791667 0.23340515870816061 0.09960603466125473 0.04188166828035993 0.01996782559482252 0.006963470046765787 0.0033086104866290786
107 1070 0.08206589924446882 0 0 0.10313157574441578 0.10735111811831076 0.07394702688158997 0.2271389222167032 0.09754252668075548 0.039114349420844505 0.018808962759560916 0.006577845373405497 0.0032022882644103987
108 1080 0.08334677227844894 0 0 0.10390093995606192 0.11075096919493543 0.07430513000680183 0.23368899877872626 0.10404802074085921 0.04047567665695311 0.018974116075303388 0.006329537215184873 0.0032734491080271245
109 1090 0.08028518132984999 0 0 0.09791783513042365 0.10984615836177798 0.07163745073503847 0.22369236947331134 0.10013193232054991 0.0385242605331305 0.0178123844751061 0.006045395130743453 0.003047261509764026
110 1100 0.07698068066916074 0 0 0.09222583454367504 0.10354621235554061 0.06708069117322141 0.21128920124988937 0.09515562823665188 0.03641525313841689 0.016782934878915995 0.005697546623558472 0.003034585988687485
111 1110 0.0726699031160565 0 0 0.0902136902670246 0.09372000369895993 0.06343527377156268 0.19900935997781918 0.08920994832342743 0.033171929611175974 0.01570211510930664 0.005314142395789447 0.0027990454746194197
112 1120 0.07059265083057922 0 0 0.09019604472321081 0.09214399324067522 0.061185224511950596 0.19295091993630964 0.08297878764223973 0.031787632021436404 0.015040817541517199 0.005098354551029535 0.0027211564350169077
113 1130 0.06217782626319003 0 0 0.07958984857994254 0.0807897415576714 0.054165776783416414 0.16490110136979272 0.07272882004023187 0.02723358907178949 0.013353019577882593 0.004215682207630012 0.002356297707071808
114 1140 0.05758797479766311 0 0 0.07480887520393416 0.07452554420303233 0.04974413542569031 0.14656477261430415 0.06620712805708286 0.02497198516860224 0.0121582564314968 0.0037583436168366876 0.002158930704235409
115 1150 0.04852209151930792 0 0 0.06421298766230277 0.06297718458730821 0.04301961659589711 0.12126181782547747 0.05515721933643615 0.02071041443697745 0.009786590686529368 0.0030800117750956982 0.001762121056316495
116 1160 0.04487669924139068 0 0 0.060239670561672835 0.05772999876350217 0.039187565828238576 0.10818488665635122 0.04804007957482674 0.0196780212226605 0.008690312368731062 0.0028504851242580863 0.0016011818157132128
117 1170 0.04293469492070577 0 0 0.05787052287204245 0.05446506138529431 0.03705704274410018 0.1026615393250144 0.04504694285974139 0.018824505745094044 0.007933306291570035 0.0027620548057288074 0.0015174426349300876
118 1180 0.03949015942943193 0 0 0.05329848801204341 0.05175307255385876 0.03444064112644997 0.09480497413953778 0.03986143602755685 0.017366837561898146 0.00723478410973467 0.0025377516002985895 0.0012817009676571829
119 1190 0.036943720309622764 0 0 0.050437542050697524 0.04833155646091611 0.031735709557531 0.08866274867709824 0.036575048345165194 0.016094731708491367 0.006746226449168171 0.0023746819101791625 0.0011862981564573567
120 1200 0.03256316807786032 0 0 0.0464587425204661 0.043263606234382516 0.027234457721239728 0.07409927041841045 0.03182083203846094 0.014427888000876526 0.005781949243157288 0.0020618674035939237 0.0010298384583638887
121 1210 0.02949810041458695 0 0 0.04179953809015829 0.03929356139011148 0.0245317134231345 0.06569170390281832 0.028744811434366795 0.012553738429893256 0.0051265089622284455 0.0018757282883333194 0.0008926336880956398
122 1220 0.026079980877162297 0 0 0.03614555317351226 0.03474992540675255 0.021819358221547035 0.056288963133035316 0.02487917960895275 0.011017345510106878 0.0045276037011184505 0.0016602765165783999 0.0007619624152646314
123 1230 0.024159535484016028 0 0 0.03312201270106538 0.03194876744936613 0.02004116837426426 0.05308510071013363 0.022886460141359328 0.01004584137771183 0.004209087545049989 0.0014589543596992076 0.0006678502488200864
124 1240 0.022023123719863265 0 0 0.029946170102452895 0.028309624557416636 0.018279563970220732 0.04554365136989968 0.020761791292638648 0.009179902956879128 0.003799444760021027 0.0012785659841088842 0.000607450874284318
125 1250 0.02104340356302577 0 0 0.028307099312413635 0.02630354315732602 0.01674864347837794 0.04311484625160372 0.019155860122031413 0.008594529487447853 0.003629068391797861 0.0011741103806721007 0.000595544113407269
126 1260 0.019509716814826633 0 0 0.02588858314037883 0.02457081516253005 0.015936862669477903 0.03982003722524782 0.017459030868752168 0.007866917941107953 0.003250316546965633 0.0010600434400804724 0.0005331496059163517
127 1270 0.020217139201268067 0 0 0.026524586346695918 0.023480990408847532 0.016745587033118285 0.03925918706125101 0.019032944548833815 0.008000923636208386 0.003388491753731237 0.0011157770896670464 0.000552705059557381
128 1280 0.019106776310921388 0 0 0.025026928671455423 0.02198029000766048 0.015809976141627317 0.03636473764291611 0.01772250365688059 0.007368860660115141 0.0029961268156818454 0.0010569768021462388 0.0005274285924690525
129 1290 0.017868727871344664 0 0 0.02303632447175301 0.0206650673413277 0.014712962438449988 0.03340696266103311 0.016133632332754784 0.006723605655911406 0.0027523596338270414 0.0010189646468630844 0.0004907876819991197
130 1300 0.015351206734481461 0 0 0.01999770515541447 0.017568991794469385 0.012460761372251423 0.027419345068976194 0.013777158157710297 0.005732983420894965 0.0023619892362626398 0.0008696488143466703 0.0004134677868058101
131 1310 0.013632687023276024 0 0 0.017580308730158076 0.015536720813501805 0.0108472032703976 0.023496123624011062 0.011873268786644306 0.005053546736820794 0.0020926892090469473 0.0007512380835953609 0.00035843965524020075
132 1320 0.013564435491350179 0 0 0.018714559218947352 0.01577631107160242 0.01155740612533258 0.021745185771986114 0.011585604147836033 0.0050009105888719225 0.002036374007792641 0.0007489761835678711 0.00033705015197356826
133 1330 0.013910594626319925 0 0 0.01926474421980012 0.016260237618441073 0.012476869945118863 0.02196060991723296 0.011795827425540846 0.005154786182550581 0.002024897707306899 0.0007518112472625826 0.0003257120953551952
134 1340 0.013115443189662089 0 0 0.018100685809156844 0.0154054544553283 0.012098079748946694 0.020261885828106212 0.010874768003202511 0.0048503193887219544 0.0018074058597977345 0.0007096855574666337 0.00030060603824183984
135 1350 0.0122969573640162 0 0 0.016550389744605754 0.014315755114505559 0.011264720945544182 0.018835432646450517 0.009869179481358698 0.004560836708353666 0.0016774053705406278 0.0006452293513160253 0.0002902076295176635
136 1360 0.011407592872202738 0 0 0.015243912928976724 0.013306016440206668 0.010179774022965667 0.017307675787223437 0.008903247344977003 0.004204351310067832 0.001562780017841454 0.0005843466573581847 0.0002637535558578945
137 1370 0.010596003112175931 0 0 0.014274873334045998 0.012359401564866087 0.009407609644166098 0.015769542617735992 0.00812104834827754 0.003767624410551672 0.0014673430050463584 0.0005216052892514597 0.00024221806149897504
138 1380 0.010477228329842114 0 0 0.01407915186191434 0.012142056277350386 0.009423812915138746 0.0156734333518388 0.007633545063126902 0.0036994659741811167 0.001426126196299902 0.0005402257030143439 0.0002378796817812063
139 1390 0.01024078943410839 0 0 0.014060146872805854 0.012094783041479056 0.009210702629780462 0.015350345444654277 0.007600931026116931 0.0035477182093193713 0.0013625994356673422 0.0005188058810459688 0.00022177544336655938
140 1400 0.0097846888285824 0 0 0.013516349210820032 0.011443457924270171 0.008761546463762364 0.014410360690235095 0.007231543173185719 0.0032792197818784182 0.0012706492895249184 0.0004947499516908994 0.00020952699054174178
