% # columns="iter, evals, sigma, 0, fitness, xbest" seed=854797, Sun Feb 16 19:12:32 2025, <python>{}</python>
76 760 0.09211767492853339 0 1220419.6818900513 1.3262740720878972 3.987750519408838 1.21518660414579 1.91728599514887 1.8847351229114446 1.00166289615173 1.0000033973890896 1.000974167114879 1.0003180403208962
77 770 0.08725778082466193 0 1219543.5951527932 1.3523611173970704 4.0406355416344795 1.2783202439822619 1.7077079829633917 1.8514320653722507 1.002108025743968 1.0046073544124736 1.0000001333336463 1.0000309531375529
78 780 0.07871896985770747 0 1219933.8029995414 1.4093210710499404 4.123939658802419 1.2586897152533687 2.1109638024400623 1.8484825758738557 1.0300673744746598 1.0010152901332177 1.000049024555368 1.000038850441195
79 790 0.0803436603519578 0 1219656.2820417937 1.3277620098100398 4.161277702120833 1.3706918078342523 1.8570328568492958 1.8352616844226184 1.0001320748655667 1.0012338026629484 1.0002928235344022 1.0001292094364038
80 800 0.07871299558901337 0 1219193.1414184116 1.1836974513717884 4.101941411835014 1.306630832812598 1.6962532028789088 1.7574354200291498 1.016842867797643 1.0008628639823942 1.0002772585343471 1.0000122598636043
81 810 0.07443099439943412 0 1219149.6910334185 1.3815476939662026 3.982944790349727 1.3422552557851888 1.6482013303753384 1.818082697473685 1.0045867899578773 1.0003142800547145 1.0001442950456072 1.0000080274112944
82 820 0.06598965501137037 0 1219419.700616317 1.2727186063706482 4.112753355576685 1.3029138813923145 1.8727564275060007 1.7695695108548881 1.0119082653742217 1.001932418083131 1.0000278293786649 1.000086561891941
83 830 0.06124130244505951 0 1219098.6464842975 1.261694166923545 4.081371988187838 1.3262447980834808 1.7405383104445253 1.7115013690840568 1.0046055759774388 1.0045210652261627 1.0000080027643647 1.0000321593990114
84 840 0.057224872970950025 0 1218728.6420990154 1.211963408892919 4.084507181279292 1.3249307907769408 1.681859616398981 1.698657764744763 1.0000000589262577 1.0001869843624867 1.0002886304663563 1.0000003833848405
85 850 0.05971902435324974 0 1218584.4297688538 1.212358811364879 4.024797524905063 1.3782303237354272 1.535365915662216 1.6555027626776886 1.0092603358695453 1.0005644312892839 1.0000483120829822 1.0000201264038056
86 860 0.06622804259841467 0 1218510.3845201514 1.2447175790148812 3.914107930349759 1.3800659726771183 1.3826461774860863 1.6102343760831785 1.0108979336629416 1.000573152130389 1.0004094270392772 1.0000251867589842
87 870 0.07253204851633 0 1218454.8350315685 1.4602568022309645 3.9417281172939056 1.3711426000098443 1.5542874526869377 1.5465941275806467 1.0082722919853715 1.0033023199360072 1.0001340285595093 1.0000299500325498
88 880 0.08096017219481551 0 1218022.549120737 1.1383581811465318 3.9529631894151684 1.342822334182421 1.2800123064270459 1.515861265725178 1.0004287376582666 1.003229245541843 1.000009710862003 1.000000096967279
89 890 0.08460540585506295 0 1218210.2281903205 1.158120192399148 4.048409241589502 1.3682499764095049 1.382314121012766 1.5949109127440055 1.0068823649631733 1.0001070654987063 1.0000280253801563 1.0000027228572614
90 900 0.09439911249972889 0 1217859.0102254066 1.310912864553684 3.7467006842996016 1.4192230677241962 1.0395808571034 1.3214827171479784 1.0199865393833631 1.0001339957702886 1.0001775251490839 1.0002016676067573
91 910 0.10404165878283733 0 1217778.5179311505 1.3124644588033596 3.7964330322279007 1.413601990538361 1.2658728827779568 1.261767862830773 1.001479341944322 1.000438228693004 1.0007904280234252 1.0001778864030977
92 920 0.10222991830754886 0 1217412.9429285128 1.2938165880303913 3.862943331824022 1.3970454675783435 1.0022858779098571 1.4005271890844817 1.000408040172683 1.0001115028350964 1.0000189971958768 1.0000164933764473
93 930 0.10447939935241174 0 1217284.5526711901 1.0865765195886523 3.8954171268977387 1.3775571013966648 1.157736630715314 1.1975749402012499 1.0000006497109983 1.0021699869330896 1.0004408442694352 1.0000485691974443
94 940 0.11236866149721471 0 1217451.292915528 1.0223852644378024 3.8948134717741385 1.2965509005470024 1.4059896816373694 1.2141943141328737 1.000245430327204 1.0004299073326492 1.0008639720511983 1.0000372431443598
95 950 0.1107236193430383 0 1217437.166587961 1.0596552662170513 3.9641000844130714 1.4230251253167914 1.4676114678361163 1.1677680133108668 1.0000004615068765 1.0037991870378205 1.0003206465506407 1.0000540013858252
96 960 0.10929355895251908 0 1217110.1702893565 1.008135848626232 3.916310442471425 1.2939983875750745 1.4358147821539524 1.1545267165428048 1.0112700427573869 1.0000954253664454 1.0001587307465876 1.0000031641222327
97 970 0.10725011945998575 0 1216934.9378097865 1.0816328861160647 3.6529553045818606 1.4280353767837146 1.6241485934268158 1.0464187568586731 1.0021141482588094 1.0008445003426918 1.0002214967258118 1.0000000056572582
98 980 0.0995835457244335 0 1217012.5895684725 1.0008682478896784 3.887848518723122 1.3340884428883197 1.4965158587271283 1.0480861904252463 1.0026440274374187 1.0029897828791547 1.0000102487105698 1.0000383191153097
99 990 0.08994270248601109 0 1217087.2933617525 1.18158973142076 3.774453478499564 1.3238686335090355 1.2842429447575272 1.1120129148774798 1.0001261676342725 1.002859053358754 1.00000323306613 1.0000813560971313
100 1000 0.08427527421710251 0 1216722.8355451298 1.0000209551792123 4.063652508095698 1.256122571347885 1.041415627368096 1.118498006730464 1.0004073730659329 1.0000000447300121 1.0000580422439596 1.0000179090119186
101 1010 0.08468258023776593 0 1216527.7849213246 1.0542680657525798 3.861230210478774 1.2575109883440112 1.0729731024387283 1.0017174327714815 1.0019082664393708 1.0011155162046461 1.0000493255545586 1.000000456904622
102 1020 0.0851889867995482 0 1216643.1599802661 1.038885555517815 3.905681125194237 1.2214827222291222 1.0590095407433155 1.0083139393475151 1.0162088073128068 1.0003689705519028 1.000028631602943 1.0000007785163467
103 1030 0.09578303993223872 0 1216702.331856107 1.0444484436164916 3.850589572872575 1.1791162528168446 1.242025888799761 1.0202316983419795 1.0018815720961323 1.0016322389438417 1.000168576348727 1.0000000564209144
104 1040 0.08799078151874466 0 1216801.235053494 1.0932910979169723 3.824570095206887 1.329082749207441 1.1126237892525856 1.065359187756557 1.0079429109444455 1.0003349791118554 1.0000454222582822 1.0000528146253045
105 1050 0.0856852086530907 0 1216565.927698194 1.1658132740102056 3.7736664987497504 1.2320534570187331 1.267347990131322 1.0000735962867362 1.0010504719538715 1.0010027034295093 1.000003350870959 1.0000000625819339
106 1060 0.08439009020285218 0 1216778.3107602745 1.1640987064135573 3.9032537949743893 1.3545615524997447 1.1906692769795486 1.0548881267336867 1.0055606543035147 1.0011986382955083 1.0000509373866304 1.0000187741152087
107 1070 0.08206589924446882 0 1216842.1318756111 1.1830541759542412 3.720632916464856 1.2776051846564047 1.0703957538467146 1.1641490490124589 1.0000081648853627 1.0000005019800215 1.000056272058357 1.0000290057438328
108 1080 0.08334677227844894 0 1216922.2128550343 1.0544559820033952 3.5996954572890467 1.358979802606321 1.127840484463135 1.0215263428022525 1.002668598221615 1.000223995626402 1.0000444844887628 1.0001929516824357
109 1090 0.08028518132984999 0 1216555.9005372073 1.17400550359585 3.7556545970516577 1.387878848883242 1.2239061398765272 1.0093645123313213 1.0001201595848306 1.0002892775117065 1.0000292775743567 1.0000124526597158
110 1100 0.07698068066916074 0 1216726.9898275093 1.1793404720372758 3.8326434759727963 1.3704185160657913 1.012399140390549 1.0162727405266736 1.0001388286658897 1.0000080389148793 1.000005246134803 1.0001452218261564
111 1110 0.0726699031160565 0 1216561.033787976 1.0908903383477455 3.8227179884068243 1.3490677920918088 1.003214965123843 1.0219265507197284 1.008036681146447 1.0003485333563396 1.0000010913611843 1.000004745698104
112 1120 0.07059265083057922 0 1216504.85836874 1.3588270772736122 3.681632265548111 1.4718890095418484 1.1109700498344197 1.0043115048824731 1.0007985122677454 1.0004002079850527 1.000050080684923 1.000001955200776
113 1130 0.06217782626319003 0 1216454.384650764 1.3026345691199481 3.69485584632365 1.4525305507676138 1.0045065675116718 1.00197041678524 1.0001847976599 1.0001980011176903 1.0000924539869815 1.000002101137123
114 1140 0.05758797479766311 0 1216478.2487857474 1.3005205665166724 3.645983860973791 1.4575087725737446 1.0003497948533762 1.0065703060966469 1.0000271519274713 1.0003448266342276 1.0000140418881895 1.0000211237779593
115 1150 0.04852209151930792 0 1216516.6700865456 1.174106944003562 3.744150440042024 1.369864793011454 1.0069855575427524 1.0024041923938598 1.0044394106295191 1.0000560191744798 1.0001692193047762 1.0000020397733278
116 1160 0.04487669924139068 0 1216412.3288537245 1.351087238806995 3.673682957453412 1.4661465370395506 1.0020193114088223 1.0050820924270534 1.0001719245505616 1.000007269039903 1.0000000787294396 1.000000672520163
117 1170 0.04293469492070577 0 1216451.0359946603 1.3629240530213402 3.6400477837493925 1.4198136920098927 1.0000550662268217 1.0003290516924026 1.0012251876915368 1.0001698224371998 1.0000005870908562 1.0000167730224379
118 1180 0.03949015942943193 0 1216455.8678266213 1.3921510151199288 3.5638062800006503 1.4817218954115612 1.0822471755335303 1.0059317531229914 1.0000018247638642 1.0002710343693086 1.0000009208042449 1.000000638200967
119 1190 0.036943720309622764 0 1216427.3752558369 1.41077085503604 3.603295038023006 1.4835579703146509 1.000001936453793 1.0018627710934893 1.0012571947863425 1.0000253458007522 1.000026162471534 1.0000010136383806
120 1200 0.03256316807786032 0 1216456.1163004988 1.248721554136051 3.6791214522979416 1.4812333448506712 1.0025287210807776 1.000089098535258 1.0031521009904867 1.000237531739409 1.0000149998326604 1.0000000764436539
121 1210 0.02949810041458695 0 1216428.2250364977 1.3343269439756027 3.66902907717859 1.4550583354929782 1.0321632000838399 1.0011779072540834 1.0000368816557361 1.0002268768194487 1.0000059711984828 1.000000481917896
122 1220 0.026079980877162297 0 1216404.5590882064 1.3029714953554459 3.6725630570926593 1.4310766533112482 1.0000092632119542 1.0011937100807207 1.0004490494740992 1.0000103535129652 1.0000019135327793 1.0000007568380536
123 1230 0.024159535484016028 0 1216421.64349949 1.3248142889088963 3.6424007564485 1.471189196336338 1.0375852205202298 1.0005654466003464 1.0005402006984854 1.0000094019262311 1.0000095715999315 1.0000000265786195
124 1240 0.022023123719863265 0 1216412.613026733 1.3536331949666247 3.6047625484284707 1.4629916479944116 1.0001587512158516 1.0011862822205853 1.000146460809614 1.0000183357305112 1.0000000328326197 1.0000064083581115
125 1250 0.02104340356302577 0 1216405.365839896 1.3068612143588243 3.6491483001737137 1.4379007634514873 1.0051311378073942 1.0035488295543413 1.0000280247850057 1.0000181075737722 1.0000018042090495 1.0000001961431195
126 1260 0.019509716814826633 0 1216405.7156548456 1.3003819018204412 3.6778654329696687 1.420550155000359 1.0000107209257556 1.0037974294516996 1.0002510617131617 1.0000072787639818 1.0000035022107634 1.000000021528828
127 1270 0.020217139201268067 0 1216401.867436131 1.2874306637787503 3.655976090474441 1.4137054616908922 1.00231921299324 1.0008300629735782 1.0000227562922277 1.0000811485630892 1.0000026834622933 1.000000529079859
128 1280 0.019106776310921388 0 1216396.0300319125 1.2891758477714321 3.6677833980248 1.416433694198756 1.001360021246972 1.0000245866613895 1.0000458220434267 1.0000045615170086 1.0000000009967769 1.0000009889152637
129 1290 0.017868727871344664 0 1216397.401843227 1.328926820011234 3.655271275512985 1.4295811010682835 1.0000855783974378 1.0002272827406085 1.0000761648131433 1.0000000749821685 1.00000431020318 1.0000005177987974
130 1300 0.015351206734481461 0 1216397.555510209 1.2883214948631756 3.66796610678965 1.410736920078099 1.000850574160082 1.0004558676576383 1.0001348251629232 1.0000009323905272 1.0000024349987078 1.0000008443335706
131 1310 0.013632687023276024 0 1216393.9188860452 1.3035194456340014 3.647187055878878 1.4194479349189757 1.0014151601062764 1.0002587478141112 1.0000002569967263 1.0000000006148249 1.000001343002041 1.0000001210149743
132 1320 0.013564435491350179 0 1216394.262782464 1.251705549795029 3.6879739965188847 1.3949761719694826 1.0038153904303861 1.0002016545182348 1.0000095989534095 1.0000006237645387 1.000000013254628 1.0000004003394065
133 1330 0.013910594626319925 0 1216394.4175321304 1.2814195045332744 3.660376494920404 1.3847000656851047 1.0028871050214674 1.0003395495633143 1.0000292394804322 1.000000634871622 1.000003160624282 1.0000008191276009
134 1340 0.013115443189662089 0 1216396.3699730097 1.3018384567569286 3.6433297587791476 1.4093662758026968 1.0065801760180353 1.0000978476859865 1.0000154978049651 1.0000038215700433 1.0000000006388645 1.000001149691972
135 1350 0.0122969573640162 0 1216394.400716175 1.2816664906723474 3.6640654361873057 1.4046907216266125 1.0000714112527154 1.0000216497437877 1.0000311403522104 1.000021766447878 1.0000022595025009 1.000000153477681
